syd,did,wei,symptom,diagnose,symptom_index,symptom_vec,diagnose_index,diagnose_vec,symptom_vec_scaled,diagnose_vec_scaled,features,prediction
147.0,513.0,2.0,Blood in urine (Hematuria),Kidney stonenephrolithiasis,130.0,"(246,[130],[1.0])",41.0,"(1156,[41],[1.0])","(246,[130],[1.0])","(1156,[41],[1.0])","(1402,[130,287],[1.0,1.0])",0
275.0,513.0,0.0,Low back ache or pain,Kidney stonenephrolithiasis,13.0,"(246,[13],[1.0])",41.0,"(1156,[41],[1.0])","(246,[13],[1.0])","(1156,[41],[1.0])","(1402,[13,287],[1.0,1.0])",0
264.0,513.0,0.0,Stomach and abdominal pain,Kidney stonenephrolithiasis,4.0,"(246,[4],[1.0])",41.0,"(1156,[41],[1.0])","(246,[4],[1.0])","(1156,[41],[1.0])","(1402,[4,287],[1.0,1.0])",0
277.0,513.0,0.0,Unusual color or odor of urine,Kidney stonenephrolithiasis,70.0,"(246,[70],[1.0])",41.0,"(1156,[41],[1.0])","(246,[70],[1.0])","(1156,[41],[1.0])","(1402,[70,287],[1.0,1.0])",0
1.0,546.0,2.0,Upper abdominal pain,Pancreatitispancreas inflammation,23.0,"(246,[23],[1.0])",170.0,"(1156,[170],[1.0])","(246,[23],[1.0])","(1156,[170],[1.0])","(1402,[23,416],[1.0,1.0])",0
4.0,546.0,1.0,Alcohol abuse,Pancreatitispancreas inflammation,140.0,"(246,[140],[1.0])",170.0,"(1156,[170],[1.0])","(246,[140],[1.0])","(1156,[170],[1.0])","(1402,[140,416],[1.0,1.0])",0
7.0,546.0,1.0,Back ache or pain,Pancreatitispancreas inflammation,5.0,"(246,[5],[1.0])",170.0,"(1156,[170],[1.0])","(246,[5],[1.0])","(1156,[170],[1.0])","(1402,[5,416],[1.0,1.0])",0
113.0,546.0,2.0,Vomiting,Pancreatitispancreas inflammation,11.0,"(246,[11],[1.0])",170.0,"(1156,[170],[1.0])","(246,[11],[1.0])","(1156,[170],[1.0])","(1402,[11,416],[1.0,1.0])",0
205.0,546.0,1.0,Low blood pressure,Pancreatitispancreas inflammation,88.0,"(246,[88],[1.0])",170.0,"(1156,[170],[1.0])","(246,[88],[1.0])","(1156,[170],[1.0])","(1402,[88,416],[1.0,1.0])",0
262.0,546.0,1.0,Chest pain,Pancreatitispancreas inflammation,0.0,"(246,[0],[1.0])",170.0,"(1156,[170],[1.0])","(246,[0],[1.0])","(1156,[170],[1.0])","(1402,[0,416],[1.0,1.0])",0
275.0,546.0,1.0,Low back ache or pain,Pancreatitispancreas inflammation,13.0,"(246,[13],[1.0])",170.0,"(1156,[170],[1.0])","(246,[13],[1.0])","(1156,[170],[1.0])","(1402,[13,416],[1.0,1.0])",0
264.0,546.0,1.0,Stomach and abdominal pain,Pancreatitispancreas inflammation,4.0,"(246,[4],[1.0])",170.0,"(1156,[170],[1.0])","(246,[4],[1.0])","(1156,[170],[1.0])","(1402,[4,416],[1.0,1.0])",0
1.0,722.0,1.0,Upper abdominal pain,Splenic infarctiondeath of spleen,23.0,"(246,[23],[1.0])",845.0,"(1156,[845],[1.0])","(246,[23],[1.0])","(1156,[845],[1.0])","(1402,[23,1091],[1.0,1.0])",0
262.0,722.0,1.0,Chest pain,Splenic infarctiondeath of spleen,0.0,"(246,[0],[1.0])",845.0,"(1156,[845],[1.0])","(246,[0],[1.0])","(1156,[845],[1.0])","(1402,[0,1091],[1.0,1.0])",0
1.0,139.0,1.0,Upper abdominal pain,Celiac diseaseceliac sprue,23.0,"(246,[23],[1.0])",152.0,"(1156,[152],[1.0])","(246,[23],[1.0])","(1156,[152],[1.0])","(1402,[23,398],[1.0,1.0])",0
2.0,139.0,1.0,Lower abdominal pain,Celiac diseaseceliac sprue,20.0,"(246,[20],[1.0])",152.0,"(1156,[152],[1.0])","(246,[20],[1.0])","(1156,[152],[1.0])","(1402,[20,398],[1.0,1.0])",0
20.0,139.0,2.0,Diarrhea,Celiac diseaseceliac sprue,40.0,"(246,[40],[1.0])",152.0,"(1156,[152],[1.0])","(246,[40],[1.0])","(1156,[152],[1.0])","(1402,[40,398],[1.0,1.0])",0
66.0,139.0,0.0,Nausea,Celiac diseaseceliac sprue,14.0,"(246,[14],[1.0])",152.0,"(1156,[152],[1.0])","(246,[14],[1.0])","(1156,[152],[1.0])","(1402,[14,398],[1.0,1.0])",0
173.0,139.0,1.0,Abdominal swelling (Stomach swelling),Celiac diseaseceliac sprue,45.0,"(246,[45],[1.0])",152.0,"(1156,[152],[1.0])","(246,[45],[1.0])","(1156,[152],[1.0])","(1402,[45,398],[1.0,1.0])",0
181.0,139.0,2.0,Flatulence (Passing gas),Celiac diseaseceliac sprue,202.0,"(246,[202],[1.0])",152.0,"(1156,[152],[1.0])","(246,[202],[1.0])","(1156,[152],[1.0])","(1402,[202,398],[1.0,1.0])",0
232.0,139.0,2.0,Steatorrhea (Excess fat in stool),Celiac diseaseceliac sprue,199.0,"(246,[199],[1.0])",152.0,"(1156,[152],[1.0])","(246,[199],[1.0])","(1156,[152],[1.0])","(1402,[199,398],[1.0,1.0])",0
264.0,139.0,1.0,Stomach and abdominal pain,Celiac diseaseceliac sprue,4.0,"(246,[4],[1.0])",152.0,"(1156,[152],[1.0])","(246,[4],[1.0])","(1156,[152],[1.0])","(1402,[4,398],[1.0,1.0])",0
1.0,988.0,2.0,Upper abdominal pain,Lactose intolerance,23.0,"(246,[23],[1.0])",213.0,"(1156,[213],[1.0])","(246,[23],[1.0])","(1156,[213],[1.0])","(1402,[23,459],[1.0,1.0])",0
2.0,988.0,1.0,Lower abdominal pain,Lactose intolerance,20.0,"(246,[20],[1.0])",213.0,"(1156,[213],[1.0])","(246,[20],[1.0])","(1156,[213],[1.0])","(1402,[20,459],[1.0,1.0])",0
20.0,988.0,2.0,Diarrhea,Lactose intolerance,40.0,"(246,[40],[1.0])",213.0,"(1156,[213],[1.0])","(246,[40],[1.0])","(1156,[213],[1.0])","(1402,[40,459],[1.0,1.0])",0
66.0,988.0,2.0,Nausea,Lactose intolerance,14.0,"(246,[14],[1.0])",213.0,"(1156,[213],[1.0])","(246,[14],[1.0])","(1156,[213],[1.0])","(1402,[14,459],[1.0,1.0])",0
173.0,988.0,2.0,Abdominal swelling (Stomach swelling),Lactose intolerance,45.0,"(246,[45],[1.0])",213.0,"(1156,[213],[1.0])","(246,[45],[1.0])","(1156,[213],[1.0])","(1402,[45,459],[1.0,1.0])",0
232.0,988.0,2.0,Steatorrhea (Excess fat in stool),Lactose intolerance,199.0,"(246,[199],[1.0])",213.0,"(1156,[213],[1.0])","(246,[199],[1.0])","(1156,[213],[1.0])","(1402,[199,459],[1.0,1.0])",0
264.0,988.0,2.0,Stomach and abdominal pain,Lactose intolerance,4.0,"(246,[4],[1.0])",213.0,"(1156,[213],[1.0])","(246,[4],[1.0])","(1156,[213],[1.0])","(1402,[4,459],[1.0,1.0])",0
1.0,1115.0,2.0,Upper abdominal pain,Ventral herniabulging of the abdominal wall,23.0,"(246,[23],[1.0])",664.0,"(1156,[664],[1.0])","(246,[23],[1.0])","(1156,[664],[1.0])","(1402,[23,910],[1.0,1.0])",0
2.0,1115.0,2.0,Lower abdominal pain,Ventral herniabulging of the abdominal wall,20.0,"(246,[20],[1.0])",664.0,"(1156,[664],[1.0])","(246,[20],[1.0])","(1156,[664],[1.0])","(1402,[20,910],[1.0,1.0])",0
264.0,1115.0,0.0,Stomach and abdominal pain,Ventral herniabulging of the abdominal wall,4.0,"(246,[4],[1.0])",664.0,"(1156,[664],[1.0])","(246,[4],[1.0])","(1156,[664],[1.0])","(1402,[4,910],[1.0,1.0])",0
1.0,56.0,1.0,Upper abdominal pain,Appendicitis,23.0,"(246,[23],[1.0])",85.0,"(1156,[85],[1.0])","(246,[23],[1.0])","(1156,[85],[1.0])","(1402,[23,331],[1.0,1.0])",0
2.0,56.0,3.0,Lower abdominal pain,Appendicitis,20.0,"(246,[20],[1.0])",85.0,"(1156,[85],[1.0])","(246,[20],[1.0])","(1156,[85],[1.0])","(1402,[20,331],[1.0,1.0])",0
7.0,56.0,1.0,Back ache or pain,Appendicitis,5.0,"(246,[5],[1.0])",85.0,"(1156,[85],[1.0])","(246,[5],[1.0])","(1156,[85],[1.0])","(1402,[5,331],[1.0,1.0])",0
14.0,56.0,1.0,Chills,Appendicitis,77.0,"(246,[77],[1.0])",85.0,"(1156,[85],[1.0])","(246,[77],[1.0])","(1156,[85],[1.0])","(1402,[77,331],[1.0,1.0])",0
16.0,56.0,1.0,Constipation,Appendicitis,73.0,"(246,[73],[1.0])",85.0,"(1156,[85],[1.0])","(246,[73],[1.0])","(1156,[85],[1.0])","(1402,[73,331],[1.0,1.0])",0
32.0,56.0,1.0,Flank pain,Appendicitis,59.0,"(246,[59],[1.0])",85.0,"(1156,[85],[1.0])","(246,[59],[1.0])","(1156,[85],[1.0])","(1402,[59,331],[1.0,1.0])",0
37.0,56.0,1.0,Groin pain,Appendicitis,21.0,"(246,[21],[1.0])",85.0,"(1156,[85],[1.0])","(246,[21],[1.0])","(1156,[85],[1.0])","(1402,[21,331],[1.0,1.0])",0
54.0,56.0,1.0,Kidney pain (Flank pain),Appendicitis,68.0,"(246,[68],[1.0])",85.0,"(1156,[85],[1.0])","(246,[68],[1.0])","(1156,[85],[1.0])","(1402,[68,331],[1.0,1.0])",0
113.0,56.0,1.0,Vomiting,Appendicitis,11.0,"(246,[11],[1.0])",85.0,"(1156,[85],[1.0])","(246,[11],[1.0])","(1156,[85],[1.0])","(1402,[11,331],[1.0,1.0])",0
128.0,56.0,2.0,Inconsolable baby,Appendicitis,134.0,"(246,[134],[1.0])",85.0,"(1156,[85],[1.0])","(246,[134],[1.0])","(1156,[85],[1.0])","(1402,[134,331],[1.0,1.0])",0
264.0,56.0,2.0,Stomach and abdominal pain,Appendicitis,4.0,"(246,[4],[1.0])",85.0,"(1156,[85],[1.0])","(246,[4],[1.0])","(1156,[85],[1.0])","(1402,[4,331],[1.0,1.0])",0
1.0,115.0,,Upper abdominal pain,Bronchitisbronchial tube infection,23.0,"(246,[23],[1.0])",40.0,"(1156,[40],[1.0])","(246,[23],[1.0])","(1156,[40],[1.0])","(1402,[23,286],[1.0,1.0])",0
7.0,115.0,,Back ache or pain,Bronchitisbronchial tube infection,5.0,"(246,[5],[1.0])",40.0,"(1156,[40],[1.0])","(246,[5],[1.0])","(1156,[40],[1.0])","(1402,[5,286],[1.0,1.0])",0
13.0,115.0,,Chest pressure,Bronchitisbronchial tube infection,27.0,"(246,[27],[1.0])",40.0,"(1156,[40],[1.0])","(246,[27],[1.0])","(1156,[40],[1.0])","(1402,[27,286],[1.0,1.0])",0
17.0,115.0,2.0,Cough,Bronchitisbronchial tube infection,30.0,"(246,[30],[1.0])",40.0,"(1156,[40],[1.0])","(246,[30],[1.0])","(1156,[40],[1.0])","(1402,[30,286],[1.0,1.0])",0
29.0,115.0,,Fever,Bronchitisbronchial tube infection,19.0,"(246,[19],[1.0])",40.0,"(1156,[40],[1.0])","(246,[19],[1.0])","(1156,[40],[1.0])","(1402,[19,286],[1.0,1.0])",0
47.0,115.0,2.0,Hoarse voice,Bronchitisbronchial tube infection,147.0,"(246,[147],[1.0])",40.0,"(1156,[40],[1.0])","(246,[147],[1.0])","(1156,[40],[1.0])","(1402,[147,286],[1.0,1.0])",0
88.0,115.0,2.0,Shortness of breath,Bronchitisbronchial tube infection,2.0,"(246,[2],[1.0])",40.0,"(1156,[40],[1.0])","(246,[2],[1.0])","(1156,[40],[1.0])","(1402,[2,286],[1.0,1.0])",0
93.0,115.0,,Sore throat,Bronchitisbronchial tube infection,39.0,"(246,[39],[1.0])",40.0,"(1156,[40],[1.0])","(246,[39],[1.0])","(1156,[40],[1.0])","(1402,[39,286],[1.0,1.0])",0
120.0,115.0,,Throat pain,Bronchitisbronchial tube infection,48.0,"(246,[48],[1.0])",40.0,"(1156,[40],[1.0])","(246,[48],[1.0])","(1156,[40],[1.0])","(1402,[48,286],[1.0,1.0])",0
129.0,115.0,2.0,Wheezing (Noisy breathing),Bronchitisbronchial tube infection,181.0,"(246,[181],[1.0])",40.0,"(1156,[40],[1.0])","(246,[181],[1.0])","(1156,[40],[1.0])","(1402,[181,286],[1.0,1.0])",0
178.0,115.0,2.0,Hemoptysis (Coughing blood),Bronchitisbronchial tube infection,159.0,"(246,[159],[1.0])",40.0,"(1156,[40],[1.0])","(246,[159],[1.0])","(1156,[40],[1.0])","(1402,[159,286],[1.0,1.0])",0
262.0,115.0,2.0,Chest pain,Bronchitisbronchial tube infection,0.0,"(246,[0],[1.0])",40.0,"(1156,[40],[1.0])","(246,[0],[1.0])","(1156,[40],[1.0])","(1402,[0,286],[1.0,1.0])",0
264.0,115.0,,Stomach and abdominal pain,Bronchitisbronchial tube infection,4.0,"(246,[4],[1.0])",40.0,"(1156,[40],[1.0])","(246,[4],[1.0])","(1156,[40],[1.0])","(1402,[4,286],[1.0,1.0])",0
273.0,115.0,2.0,Congestion in chest or lungs,Bronchitisbronchial tube infection,131.0,"(246,[131],[1.0])",40.0,"(1156,[40],[1.0])","(246,[131],[1.0])","(1156,[40],[1.0])","(1402,[131,286],[1.0,1.0])",0
269.0,115.0,2.0,Hurts to breathe,Bronchitisbronchial tube infection,124.0,"(246,[124],[1.0])",40.0,"(1156,[40],[1.0])","(246,[124],[1.0])","(1156,[40],[1.0])","(1402,[124,286],[1.0,1.0])",0
1.0,140.0,0.0,Upper abdominal pain,Cellulitisskin infection,23.0,"(246,[23],[1.0])",0.0,"(1156,[0],[1.0])","(246,[23],[1.0])","(1156,[0],[1.0])","(1402,[23,246],[1.0,1.0])",0
6.0,140.0,2.0,Arm ache or pain,Cellulitisskin infection,9.0,"(246,[9],[1.0])",0.0,"(1156,[0],[1.0])","(246,[9],[1.0])","(1156,[0],[1.0])","(1402,[9,246],[1.0,1.0])",0
7.0,140.0,0.0,Back ache or pain,Cellulitisskin infection,5.0,"(246,[5],[1.0])",0.0,"(1156,[0],[1.0])","(246,[5],[1.0])","(1156,[0],[1.0])","(1402,[5,246],[1.0,1.0])",0
11.0,140.0,1.0,Pain or soreness of breast,Cellulitisskin infection,90.0,"(246,[90],[1.0])",0.0,"(1156,[0],[1.0])","(246,[90],[1.0])","(1156,[0],[1.0])","(1402,[90,246],[1.0,1.0])",0
12.0,140.0,2.0,Calf pain,Cellulitisskin infection,109.0,"(246,[109],[1.0])",0.0,"(1156,[0],[1.0])","(246,[109],[1.0])","(1156,[0],[1.0])","(1402,[109,246],[1.0,1.0])",0
14.0,140.0,2.0,Chills,Cellulitisskin infection,77.0,"(246,[77],[1.0])",0.0,"(1156,[0],[1.0])","(246,[77],[1.0])","(1156,[0],[1.0])","(1402,[77,246],[1.0,1.0])",0
23.0,140.0,0.0,Ear pressure,Cellulitisskin infection,84.0,"(246,[84],[1.0])",0.0,"(1156,[0],[1.0])","(246,[84],[1.0])","(1156,[0],[1.0])","(1402,[84,246],[1.0,1.0])",0
24.0,140.0,0.0,Pain in the ear,Cellulitisskin infection,25.0,"(246,[25],[1.0])",0.0,"(1156,[0],[1.0])","(246,[25],[1.0])","(1156,[0],[1.0])","(1402,[25,246],[1.0,1.0])",0
25.0,140.0,2.0,Elbow ache or pain,Cellulitisskin infection,43.0,"(246,[43],[1.0])",0.0,"(1156,[0],[1.0])","(246,[43],[1.0])","(1156,[0],[1.0])","(1402,[43,246],[1.0,1.0])",0
29.0,140.0,2.0,Fever,Cellulitisskin infection,19.0,"(246,[19],[1.0])",0.0,"(1156,[0],[1.0])","(246,[19],[1.0])","(1156,[0],[1.0])","(1402,[19,246],[1.0,1.0])",0
35.0,140.0,2.0,Foot pain,Cellulitisskin infection,56.0,"(246,[56],[1.0])",0.0,"(1156,[0],[1.0])","(246,[56],[1.0])","(1156,[0],[1.0])","(1402,[56,246],[1.0,1.0])",0
37.0,140.0,0.0,Groin pain,Cellulitisskin infection,21.0,"(246,[21],[1.0])",0.0,"(1156,[0],[1.0])","(246,[21],[1.0])","(1156,[0],[1.0])","(1402,[21,246],[1.0,1.0])",0
39.0,140.0,2.0,"Hand, finger ache or pain",Cellulitisskin infection,16.0,"(246,[16],[1.0])",0.0,"(1156,[0],[1.0])","(246,[16],[1.0])","(1156,[0],[1.0])","(1402,[16,246],[1.0,1.0])",0
42.0,140.0,0.0,Heel pain,Cellulitisskin infection,203.0,"(246,[203],[1.0])",0.0,"(1156,[0],[1.0])","(246,[203],[1.0])","(1156,[0],[1.0])","(1402,[203,246],[1.0,1.0])",0
45.0,140.0,1.0,Hip pain,Cellulitisskin infection,67.0,"(246,[67],[1.0])",0.0,"(1156,[0],[1.0])","(246,[67],[1.0])","(1156,[0],[1.0])","(1402,[67,246],[1.0,1.0])",0
52.0,140.0,0.0,Skin itching,Cellulitisskin infection,26.0,"(246,[26],[1.0])",0.0,"(1156,[0],[1.0])","(246,[26],[1.0])","(1156,[0],[1.0])","(1402,[26,246],[1.0,1.0])",0
55.0,140.0,2.0,Knee pain,Cellulitisskin infection,87.0,"(246,[87],[1.0])",0.0,"(1156,[0],[1.0])","(246,[87],[1.0])","(1156,[0],[1.0])","(1402,[87,246],[1.0,1.0])",0
57.0,140.0,2.0,Leg ache or pain,Cellulitisskin infection,7.0,"(246,[7],[1.0])",0.0,"(1156,[0],[1.0])","(246,[7],[1.0])","(1156,[0],[1.0])","(1402,[7,246],[1.0,1.0])",0
58.0,140.0,2.0,Swelling of both legs,Cellulitisskin infection,57.0,"(246,[57],[1.0])",0.0,"(1156,[0],[1.0])","(246,[57],[1.0])","(1156,[0],[1.0])","(1402,[57,246],[1.0,1.0])",0
67.0,140.0,0.0,Neck ache or pain,Cellulitisskin infection,22.0,"(246,[22],[1.0])",0.0,"(1156,[0],[1.0])","(246,[22],[1.0])","(1156,[0],[1.0])","(1402,[22,246],[1.0,1.0])",0
68.0,140.0,2.0,Neck swelling,Cellulitisskin infection,173.0,"(246,[173],[1.0])",0.0,"(1156,[0],[1.0])","(246,[173],[1.0])","(1156,[0],[1.0])","(1402,[173,246],[1.0,1.0])",0
81.0,140.0,2.0,Rash,Cellulitisskin infection,8.0,"(246,[8],[1.0])",0.0,"(1156,[0],[1.0])","(246,[8],[1.0])","(1156,[0],[1.0])","(1402,[8,246],[1.0,1.0])",0
100.0,140.0,0.0,Toe pain,Cellulitisskin infection,104.0,"(246,[104],[1.0])",0.0,"(1156,[0],[1.0])","(246,[104],[1.0])","(1156,[0],[1.0])","(1402,[104,246],[1.0,1.0])",0
118.0,140.0,2.0,Wrist pain,Cellulitisskin infection,106.0,"(246,[106],[1.0])",0.0,"(1156,[0],[1.0])","(246,[106],[1.0])","(1156,[0],[1.0])","(1402,[106,246],[1.0,1.0])",0
152.0,140.0,2.0,Painful rash,Cellulitisskin infection,212.0,"(246,[212],[1.0])",0.0,"(1156,[0],[1.0])","(246,[212],[1.0])","(1156,[0],[1.0])","(1402,[212,246],[1.0,1.0])",0
191.0,140.0,2.0,Skin pain,Cellulitisskin infection,103.0,"(246,[103],[1.0])",0.0,"(1156,[0],[1.0])","(246,[103],[1.0])","(1156,[0],[1.0])","(1402,[103,246],[1.0,1.0])",0
192.0,140.0,2.0,Hot skin,Cellulitisskin infection,178.0,"(246,[178],[1.0])",0.0,"(1156,[0],[1.0])","(246,[178],[1.0])","(1156,[0],[1.0])","(1402,[178,246],[1.0,1.0])",0
193.0,140.0,2.0,Skin swelling,Cellulitisskin infection,175.0,"(246,[175],[1.0])",0.0,"(1156,[0],[1.0])","(246,[175],[1.0])","(1156,[0],[1.0])","(1402,[175,246],[1.0,1.0])",0
194.0,140.0,2.0,Lip swelling,Cellulitisskin infection,161.0,"(246,[161],[1.0])",0.0,"(1156,[0],[1.0])","(246,[161],[1.0])","(1156,[0],[1.0])","(1402,[161,246],[1.0,1.0])",0
196.0,140.0,2.0,Foot swelling,Cellulitisskin infection,82.0,"(246,[82],[1.0])",0.0,"(1156,[0],[1.0])","(246,[82],[1.0])","(1156,[0],[1.0])","(1402,[82,246],[1.0,1.0])",0
213.0,140.0,2.0,Arm swelling,Cellulitisskin infection,129.0,"(246,[129],[1.0])",0.0,"(1156,[0],[1.0])","(246,[129],[1.0])","(1156,[0],[1.0])","(1402,[129,246],[1.0,1.0])",0
214.0,140.0,2.0,Calf swelling,Cellulitisskin infection,110.0,"(246,[110],[1.0])",0.0,"(1156,[0],[1.0])","(246,[110],[1.0])","(1156,[0],[1.0])","(1402,[110,246],[1.0,1.0])",0
216.0,140.0,2.0,Ear swelling,Cellulitisskin infection,218.0,"(246,[218],[1.0])",0.0,"(1156,[0],[1.0])","(246,[218],[1.0])","(1156,[0],[1.0])","(1402,[218,246],[1.0,1.0])",0
217.0,140.0,2.0,Wrist swelling,Cellulitisskin infection,120.0,"(246,[120],[1.0])",0.0,"(1156,[0],[1.0])","(246,[120],[1.0])","(1156,[0],[1.0])","(1402,[120,246],[1.0,1.0])",0
226.0,140.0,2.0,Hand redness,Cellulitisskin infection,34.0,"(246,[34],[1.0])",0.0,"(1156,[0],[1.0])","(246,[34],[1.0])","(1156,[0],[1.0])","(1402,[34,246],[1.0,1.0])",0
227.0,140.0,2.0,Foot redness,Cellulitisskin infection,28.0,"(246,[28],[1.0])",0.0,"(1156,[0],[1.0])","(246,[28],[1.0])","(1156,[0],[1.0])","(1402,[28,246],[1.0,1.0])",0
228.0,140.0,2.0,Arm redness,Cellulitisskin infection,33.0,"(246,[33],[1.0])",0.0,"(1156,[0],[1.0])","(246,[33],[1.0])","(1156,[0],[1.0])","(1402,[33,246],[1.0,1.0])",0
229.0,140.0,2.0,Leg redness,Cellulitisskin infection,32.0,"(246,[32],[1.0])",0.0,"(1156,[0],[1.0])","(246,[32],[1.0])","(1156,[0],[1.0])","(1402,[32,246],[1.0,1.0])",0
233.0,140.0,2.0,Upper leg pain,Cellulitisskin infection,65.0,"(246,[65],[1.0])",0.0,"(1156,[0],[1.0])","(246,[65],[1.0])","(1156,[0],[1.0])","(1402,[65,246],[1.0,1.0])",0
234.0,140.0,2.0,Armpit pain,Cellulitisskin infection,141.0,"(246,[141],[1.0])",0.0,"(1156,[0],[1.0])","(246,[141],[1.0])","(1156,[0],[1.0])","(1402,[141,246],[1.0,1.0])",0
238.0,140.0,0.0,Skin sores,Cellulitisskin infection,6.0,"(246,[6],[1.0])",0.0,"(1156,[0],[1.0])","(246,[6],[1.0])","(1156,[0],[1.0])","(1402,[6,246],[1.0,1.0])",0
251.0,140.0,2.0,Shin pain,Cellulitisskin infection,193.0,"(246,[193],[1.0])",0.0,"(1156,[0],[1.0])","(246,[193],[1.0])","(1156,[0],[1.0])","(1402,[193,246],[1.0,1.0])",0
262.0,140.0,0.0,Chest pain,Cellulitisskin infection,0.0,"(246,[0],[1.0])",0.0,"(1156,[0],[1.0])","(246,[0],[1.0])","(1156,[0],[1.0])","(1402,[0,246],[1.0,1.0])",0
275.0,140.0,0.0,Low back ache or pain,Cellulitisskin infection,13.0,"(246,[13],[1.0])",0.0,"(1156,[0],[1.0])","(246,[13],[1.0])","(1156,[0],[1.0])","(1402,[13,246],[1.0,1.0])",0
263.0,140.0,2.0,Skin infection,Cellulitisskin infection,118.0,"(246,[118],[1.0])",0.0,"(1156,[0],[1.0])","(246,[118],[1.0])","(1156,[0],[1.0])","(1402,[118,246],[1.0,1.0])",0
264.0,140.0,0.0,Stomach and abdominal pain,Cellulitisskin infection,4.0,"(246,[4],[1.0])",0.0,"(1156,[0],[1.0])","(246,[4],[1.0])","(1156,[0],[1.0])","(1402,[4,246],[1.0,1.0])",0
287.0,140.0,0.0,Lump or mass of breast,Cellulitisskin infection,116.0,"(246,[116],[1.0])",0.0,"(1156,[0],[1.0])","(246,[116],[1.0])","(1156,[0],[1.0])","(1402,[116,246],[1.0,1.0])",0
274.0,140.0,0.0,Discharge from ear,Cellulitisskin infection,230.0,"(246,[230],[1.0])",0.0,"(1156,[0],[1.0])","(246,[230],[1.0])","(1156,[0],[1.0])","(1402,[230,246],[1.0,1.0])",0
261.0,140.0,1.0,Elbow swelling,Cellulitisskin infection,98.0,"(246,[98],[1.0])",0.0,"(1156,[0],[1.0])","(246,[98],[1.0])","(1156,[0],[1.0])","(1402,[98,246],[1.0,1.0])",0
281.0,140.0,2.0,Penis inflammation or swelling,Cellulitisskin infection,190.0,"(246,[190],[1.0])",0.0,"(1156,[0],[1.0])","(246,[190],[1.0])","(1156,[0],[1.0])","(1402,[190,246],[1.0,1.0])",0
271.0,140.0,0.0,Pulling at ears,Cellulitisskin infection,207.0,"(246,[207],[1.0])",0.0,"(1156,[0],[1.0])","(246,[207],[1.0])","(1156,[0],[1.0])","(1402,[207,246],[1.0,1.0])",0
272.0,140.0,2.0,Skin bumps,Cellulitisskin infection,128.0,"(246,[128],[1.0])",0.0,"(1156,[0],[1.0])","(246,[128],[1.0])","(1156,[0],[1.0])","(1402,[128,246],[1.0,1.0])",0
1.0,179.0,1.0,Upper abdominal pain,Colonic diverticulitisinflammation of pouches in the large intestine,23.0,"(246,[23],[1.0])",88.0,"(1156,[88],[1.0])","(246,[23],[1.0])","(1156,[88],[1.0])","(1402,[23,334],[1.0,1.0])",0
2.0,179.0,2.0,Lower abdominal pain,Colonic diverticulitisinflammation of pouches in the large intestine,20.0,"(246,[20],[1.0])",88.0,"(1156,[88],[1.0])","(246,[20],[1.0])","(1156,[88],[1.0])","(1402,[20,334],[1.0,1.0])",0
7.0,179.0,1.0,Back ache or pain,Colonic diverticulitisinflammation of pouches in the large intestine,5.0,"(246,[5],[1.0])",88.0,"(1156,[88],[1.0])","(246,[5],[1.0])","(1156,[88],[1.0])","(1402,[5,334],[1.0,1.0])",0
10.0,179.0,2.0,Bloody diarrhea,Colonic diverticulitisinflammation of pouches in the large intestine,93.0,"(246,[93],[1.0])",88.0,"(1156,[88],[1.0])","(246,[93],[1.0])","(1156,[88],[1.0])","(1402,[93,334],[1.0,1.0])",0
16.0,179.0,2.0,Constipation,Colonic diverticulitisinflammation of pouches in the large intestine,73.0,"(246,[73],[1.0])",88.0,"(1156,[88],[1.0])","(246,[73],[1.0])","(1156,[88],[1.0])","(1402,[73,334],[1.0,1.0])",0
20.0,179.0,1.0,Diarrhea,Colonic diverticulitisinflammation of pouches in the large intestine,40.0,"(246,[40],[1.0])",88.0,"(1156,[88],[1.0])","(246,[40],[1.0])","(1156,[88],[1.0])","(1402,[40,334],[1.0,1.0])",0
32.0,179.0,2.0,Flank pain,Colonic diverticulitisinflammation of pouches in the large intestine,59.0,"(246,[59],[1.0])",88.0,"(1156,[88],[1.0])","(246,[59],[1.0])","(1156,[88],[1.0])","(1402,[59,334],[1.0,1.0])",0
37.0,179.0,1.0,Groin pain,Colonic diverticulitisinflammation of pouches in the large intestine,21.0,"(246,[21],[1.0])",88.0,"(1156,[88],[1.0])","(246,[21],[1.0])","(1156,[88],[1.0])","(1402,[21,334],[1.0,1.0])",0
54.0,179.0,1.0,Kidney pain (Flank pain),Colonic diverticulitisinflammation of pouches in the large intestine,68.0,"(246,[68],[1.0])",88.0,"(1156,[88],[1.0])","(246,[68],[1.0])","(1156,[88],[1.0])","(1402,[68,334],[1.0,1.0])",0
218.0,179.0,1.0,Maroon stools,Colonic diverticulitisinflammation of pouches in the large intestine,136.0,"(246,[136],[1.0])",88.0,"(1156,[88],[1.0])","(246,[136],[1.0])","(1156,[88],[1.0])","(1402,[136,334],[1.0,1.0])",0
264.0,179.0,1.0,Stomach and abdominal pain,Colonic diverticulitisinflammation of pouches in the large intestine,4.0,"(246,[4],[1.0])",88.0,"(1156,[88],[1.0])","(246,[4],[1.0])","(1156,[88],[1.0])","(1402,[4,334],[1.0,1.0])",0
